"","year","mlowedu60","mmidedu60","mhighedu60","flowedu60","fmidedu60","fhighedu60","mlowedu65","mmidedu65","mhighedu65","flowedu65","fmidedu65","fhighedu65"
"1",1998,0.0480479589499566,0.068382760712125,0.342109474535531,0.0211747852503334,0.0592570692497115,0.230976222554467,0.0178437452828984,0.0325289061056237,0.101948282425276,0.00857685031675776,0.0323063879359487,0.0470107040886282
"2",1999,0.0496703443159118,0.0816188801220686,0.298241830422821,0.0276393674512399,0.0554372231237995,0.145394001546637,0.0199326928463562,0.0439446036620003,0.139704850170558,0.0158246982717735,0.0258765335826206,0.074202823860773
"3",2000,0.0550223851204297,0.115642814266763,0.29461304475166,0.02154839784816,0.0572033186589371,0.151996310766127,0.030498665037334,0.0702395652194449,0.109083355406319,0.0129485126445861,0.017609262630424,0.0958992528519512
"4",2001,0.0656093330101567,0.132553941207834,0.346007311043294,0.0326742593407964,0.0404831548970185,0.198032197196198,0.0268121243122929,0.0493243860955047,0.119739596666915,0.00790312699634117,0.0359333653856198,0.103609704142409
"5",2002,0.067447701467599,0.14995985494672,0.372558496940438,0.0228679188163733,0.0657615942028205,0.20618150898871,0.0185451916962185,0.0639445061030985,0.167004957879567,0.00815101841106854,0.0253809428833636,0.0694938475276819
"6",2003,0.061044804520069,0.136361953946853,0.376912143751794,0.0260510627871217,0.0958378540814222,0.1981420781958,0.0142265845702697,0.0493998857534882,0.0973018498590031,0.00340425545460476,0.0248820334864252,0.0493784281191087
"7",2004,0.0780677935676006,0.163233674501252,0.413812162238476,0.0267943839845876,0.077109107000735,0.249600088112676,0.0210614440336263,0.0502561718171442,0.145638870156661,0.006242204844215,0.0387688602173893,0.133369555106471
"8",2005,0.0648494569383188,0.1764116467838,0.406009703939201,0.0239590932851712,0.0832706038487394,0.219589997232057,0.0180593610264444,0.0451296538031552,0.169309810611852,0.00703686104066594,0.0250551654910074,0.0842934336888849
"9",2006,0.0633182638840687,0.155168001764136,0.364509708983012,0.0343208504115566,0.0837538273132843,0.191052198004156,0.0285931053170251,0.061218678967924,0.13497735446824,0.00758014376543647,0.0285428629988377,0.0511935499855067
"10",2007,0.0549284237017297,0.142595255839029,0.319546778598257,0.0361386972511454,0.0800730860327992,0.179793628489565,0.0223628053745089,0.0387779040673518,0.122872246134724,0.00908254005841914,0.024114498347056,0.0711202235756748
"11",2008,0.0588632558566992,0.134413318884666,0.247966772883778,0.0486736919849276,0.0794560148478726,0.128926206816465,0.0227799650311039,0.057114423532563,0.159822723487099,0.00837249937856988,0.038920951014628,0.112870149165987
"12",2009,0.087432081631592,0.130659400977708,0.287387258811173,0.0500576084777148,0.0834108970660326,0.169989405472032,0.0291281853165767,0.071803124261131,0.146482818410179,0.00961607952035331,0.0369391337959592,0.0627869172518828
"13",2010,0.0552645824123906,0.117165448886467,0.274047386437709,0.0485610918143208,0.0814806276917933,0.17784696404454,0.0342449558970139,0.040016407165828,0.156210346580065,0.0127505404945705,0.0325034119644896,0.062495613883761
"14",2011,0.0585756231240357,0.112367981028044,0.340618445243089,0.0561003489779275,0.093533643784259,0.176220054730526,0.0192671142924401,0.05169541048975,0.158689569701031,0.00773994269244855,0.0372445729204537,0.097179318129286
"15",2012,0.0886270511079861,0.12953219799739,0.36414425118896,0.0503460041128195,0.0999084821882376,0.158557592939826,0.019572042145996,0.0516170893032067,0.16259922521624,0.0114911304854111,0.0449002897614852,0.0794749315301517
"16",2013,0.0634886037483811,0.163928359925565,0.32715998588826,0.0678862925468436,0.10906172108134,0.207270515786618,0.0313097368417561,0.0419024027562032,0.181039226582937,0.0106110776908831,0.0382733213382367,0.0858488970427667
"17",2014,0.129233138821301,0.237330469054444,0.369199528564171,0.0918897625953004,0.115048380907465,0.193953198514244,0.0139862583612349,0.0441855803854365,0.142110270205818,0.0114391428441201,0.0339064321753857,0.0926823751601256
"18",2015,0.200316662509858,0.333546897004293,0.429855277263769,0.100819664439559,0.160883689528323,0.260934042699432,0.0212420864080083,0.0484751674712322,0.14691892243597,0.0162868576954162,0.0376752204252934,0.102419619373325
"19",2016,0.256999236366292,0.428008239458776,0.550016492348212,0.128309867319044,0.185830647733895,0.350517961775126,0.0308484002027774,0.0426293568606784,0.167691119167276,0.012915613398119,0.0330096663952309,0.126366578544004
"20",2017,0.358207877933931,0.490324923737891,0.597645534110714,0.166742356195664,0.215109446399074,0.399528635389231,0.0322983811278856,0.051576891090958,0.179578286538782,0.0187491101340038,0.0382261140945059,0.0705966993485877
"21",2018,0.35672774476056,0.517842098095091,0.644999179053081,0.15674717435148,0.23484688538348,0.39307981529909,0.0308160596072246,0.0661611460710206,0.2019321275675,0.0148943177949532,0.0545966211554389,0.083704967172425
"22",2019,0.318803331097089,0.560795889572607,0.670333469742658,0.185009473716256,0.260600892657383,0.440074817258399,0.0545633650691334,0.101164976771968,0.19691992330263,0.0234172273006858,0.0691085889958477,0.0977110617999714
