"","year","mlowedu60","mmidedu60","mhighedu60","flowedu60","fmidedu60","fhighedu60","mlowedu65","mmidedu65","mhighedu65","flowedu65","fmidedu65","fhighedu65"
"1",1998,0.475164489948844,0.611975421988062,0.713994005091645,0.296208983957312,0.386722629701286,0.5705186023915,0.136402475483384,0.214317195781921,0.121159731513597,0.130492162658099,0.160063655684585,0.312557435114456
"2",1999,0.530454353957176,0.623503599892695,0.662637308754935,0.30687886716277,0.324141294580012,0.421566852698872,0.16267674718588,0.220041190887448,0.292207371075677,0.1137310177995,0.136628917062988,0.304767082480704
"3",2000,0.546666550762632,0.644896192340615,0.620201472085713,0.293097728502668,0.384754171946021,0.509453806129196,0.226413804509823,0.198459320632142,0.265954453562745,0.108697790842919,0.1314872701563,0.249029545915114
"4",2001,0.650811000864182,0.660198698557001,0.710841382426198,0.268745595510826,0.440558940925373,0.506333956672392,0.167972735328151,0.217846397721866,0.370829344985347,0.113647659228546,0.143425340972076,0.30008611039516
"5",2002,0.543842176275319,0.599363581444053,0.692751176804627,0.274082150381037,0.408309472260695,0.489212092001286,0.117724105471771,0.231849591165763,0.369315182735852,0.0935099502288293,0.156026234332642,0.222978343432383
"6",2003,0.566588991179381,0.580898034637706,0.701204876179727,0.294303612963404,0.370506130367705,0.522496469237984,0.0924357890749536,0.183787979826725,0.344806116161922,0.0822110360679003,0.1409746170231,0.177530174927614
"7",2004,0.55050971776282,0.549105137262946,0.707641207595093,0.285627048316055,0.3461718580597,0.498160375988849,0.0945720823148685,0.178706104877644,0.308373798645367,0.0638273916604878,0.108648753879291,0.197744901535091
"8",2005,0.501679768247313,0.558160297486406,0.725333080144194,0.28017287442418,0.377997072503044,0.530252702715772,0.0744512993425347,0.149977673462649,0.273328104754484,0.0513794021010399,0.105708552762531,0.188771989764731
"9",2006,0.471688736086559,0.538392301378961,0.673110467598281,0.333816364557515,0.393015532665863,0.495541399685302,0.0924273204421695,0.169015457682439,0.284287775804328,0.0534792935965779,0.146178392619118,0.226265028787696
"10",2007,0.477599021751337,0.548478183350266,0.681759969471946,0.329311928801364,0.387368273494105,0.509769104953517,0.0677214522806174,0.198613916334261,0.308326067946497,0.0708899251288376,0.110778905560015,0.185196072715422
"11",2008,0.503417448353509,0.582888100222595,0.675121235655171,0.33079102140139,0.416617280884701,0.522653849706085,0.130123312193786,0.210291499844617,0.346853542235214,0.0740922084311583,0.124309817010312,0.193488725920276
"12",2009,0.53501488293219,0.628709109375539,0.632860147741584,0.354064378851241,0.408416847003438,0.511790662951358,0.116737112571634,0.218112515572395,0.333581522081267,0.0670040536315639,0.131816563190262,0.192479710772794
"13",2010,0.583569294844385,0.657755538229769,0.759083405687008,0.400967141818315,0.480001957761084,0.575627903625642,0.145236071391725,0.209303584398977,0.35147389043434,0.0899799285703771,0.137727823064889,0.265737920392261
"14",2011,0.559903138292118,0.656049457429045,0.777228142524751,0.414288571090451,0.506866001324486,0.641506278027144,0.191201487301929,0.220255877856811,0.354347069222503,0.103828618875766,0.137265051310301,0.25512863037669
"15",2012,0.573204499659605,0.696879651563223,0.800641381440586,0.409729867180736,0.523503241911016,0.627292193085208,0.146567814623038,0.231469781711772,0.374818991992806,0.100741575581528,0.145003068265115,0.254420592101366
"16",2013,0.583341914498629,0.683212944065771,0.782560126665536,0.465364978604744,0.550538828950955,0.630297187773103,0.127137012052695,0.230521980693749,0.381510710033313,0.10673800519513,0.159351149922726,0.277326893592802
"17",2014,0.573335136687384,0.656343258627954,0.779117006122026,0.429888329930875,0.533732395821141,0.656721188427372,0.140835932388766,0.251400225278956,0.401503354571691,0.135516658470263,0.173978552298192,0.292232079136056
"18",2015,0.517409503926731,0.685104243047334,0.779062143130899,0.42641567187558,0.548809272193087,0.64609981783147,0.152440125579564,0.25869442625266,0.376957580054918,0.12521805103253,0.14884591321501,0.266255683113492
"19",2016,0.529309398953013,0.695889882165555,0.80858972012216,0.385055676357736,0.539419805035395,0.675663506335344,0.126475655264343,0.276036639752323,0.381368762783992,0.117639490490566,0.167781624633162,0.211739455420234
"20",2017,0.617337136358365,0.708905615502361,0.811031512001632,0.430148302501445,0.573539960941067,0.712781616589954,0.187952641888931,0.261955166118314,0.393230757458332,0.116895275504047,0.159320019820561,0.257518516910146
"21",2018,0.653283855710927,0.733189908987567,0.810682202232633,0.437999997418626,0.565560278782292,0.671297446859938,0.139122140346515,0.227613671548596,0.406619660572545,0.0978850071323676,0.158998442489664,0.240970420399216
"22",2019,0.597646692303685,0.721869056568234,0.802809003357799,0.420783269535716,0.551989916761213,0.673473821105132,0.0910970348343874,0.230215296381475,0.388231181503225,0.115577484572868,0.164751869740496,0.277969117775531
