"","year","mlowedu60","mmidedu60","mhighedu60","flowedu60","fmidedu60","fhighedu60","mlowedu65","mmidedu65","mhighedu65","flowedu65","fmidedu65","fhighedu65"
"1",1998,0.374046173887729,0.433436163723211,0.612146937686158,0.133889120540996,0.240922680667544,0.397490029905263,0.0410869652320051,0.0828390605560359,0.172358192082375,0.0220191357547245,0.0213531398000241,0.0572552074655778
"2",1999,0.363323855552748,0.465513389789722,0.583559804193537,0.126369627259437,0.281778488944759,0.392656971110399,0.0381432998117994,0.106963350777699,0.284469732869873,0.0218732766492887,0.0781213374070799,0.105846392719236
"3",2000,0.387748356943818,0.494043648903622,0.536375980900568,0.12533701167712,0.236775411294979,0.327874171932069,0.0408769689779451,0.105354518096616,0.300561656187917,0.0209695360810222,0.0697669382791039,0.0783431289070105
"4",2001,0.41876135340129,0.452021805954668,0.572010508206261,0.133209054725136,0.379748845479166,0.425087521966786,0.0446577116465885,0.098630311538201,0.213202685955802,0.0216511532222891,0.0626926322123217,0.0507240382079323
"5",2002,0.413135233017771,0.482834752158785,0.542202217933685,0.135736050132221,0.243448630398133,0.417351234375978,0.034224227156771,0.0862576436508952,0.224464239740741,0.0167002272519284,0.0582931812182141,0.137392451700961
"6",2003,0.42299636383774,0.445174380631434,0.533257575473451,0.158013323864112,0.264297544215775,0.418371298491115,0.0419692474115711,0.0433865044411392,0.188633397632074,0.0185651097549071,0.0372492957572936,0.0809354913474903
"7",2004,0.418432039478958,0.470932427439281,0.586335296547071,0.152694861785802,0.306543402091331,0.459410039193073,0.0365274149409195,0.0694326018752742,0.232486167363189,0.0211185840702056,0.0707223879617464,0.0925510497219593
"8",2005,0.435122686951697,0.46418717280518,0.528689447963119,0.150030804849356,0.295537850146338,0.39733162898384,0.0443459151494614,0.0819723740944777,0.214769318143353,0.0191175982728312,0.0747871648359764,0.0745981244144106
"9",2006,0.453514874064704,0.445236429839341,0.475529261086552,0.172702499040383,0.384271535670951,0.408353122304618,0.0464011294040132,0.106603223369053,0.18397199809642,0.0167792006901321,0.0286416603314029,0.0860999141374352
"10",2007,0.40826754472815,0.408445021948744,0.531710672637418,0.157866708116106,0.325230156891077,0.420952771437991,0.0479107047591531,0.102602958254991,0.184535548765595,0.0204606286284019,0.0688768761251733,0.0851059474564308
"11",2008,0.415208008203295,0.397905951043945,0.482163609446727,0.159053138525346,0.32418339650095,0.41391315672772,0.0540227643874401,0.0968197212308662,0.194812183731605,0.0226276393444234,0.0634704651988142,0.0777604893859631
"12",2009,0.428603637080105,0.451967468788939,0.541516279612141,0.182256761057713,0.283249123473246,0.507073524643418,0.0488595727379362,0.0698610741017792,0.204921669107509,0.0308037922700599,0.0468462613840809,0.134591442843153
"13",2010,0.394139743698368,0.378964541440928,0.512443533708028,0.218870781509755,0.431599317796296,0.475919536486825,0.047971667046717,0.0528587351201641,0.197775173241851,0.0258123119375878,0.104652050197093,0.11440960326671
"14",2011,0.368271549506829,0.48610492904569,0.506620326755394,0.21993777222701,0.40472991953867,0.461693860743036,0.0371865559254685,0.0373294017242963,0.111381452806368,0.0313381417467008,0.0606605254208621,0.111329366024944
"15",2012,0.352459135890077,0.441930766989795,0.478313222514509,0.257798126449591,0.43719021842147,0.488144025223453,0.0305007865569867,0.0431186222186359,0.127624141813057,0.032901874902173,0.0758023452476866,0.106863450734944
"16",2013,0.340399049397671,0.456257796934545,0.469931227286154,0.219567518982146,0.38892868154638,0.498441964939668,0.034107184251313,0.0474096563531932,0.132864558284013,0.0310503579504739,0.0616262581627702,0.0695285467724065
"17",2014,0.347609584998353,0.40010541819648,0.484806667857456,0.233974801081366,0.39220435651328,0.524544505144715,0.0438243441537526,0.0837724506817503,0.100854148083829,0.0234228398327398,0.0508494509114994,0.0709907143716725
"18",2015,0.359850046719548,0.457232706067717,0.506864843340955,0.221442739975409,0.371415187091568,0.522264836604383,0.0379065631402348,0.0445530254075226,0.124372069234104,0.0301805867976778,0.058395252192141,0.0532651952806956
"19",2016,0.390679194632197,0.46770793687275,0.554984095438074,0.232996055587211,0.455551252994671,0.543614862478952,0.042151115840308,0.0646572849216474,0.119016792015768,0.0278281836991942,0.0488882657336046,0.101139512040758
"20",2017,0.392196967773285,0.484269779444595,0.564079669424923,0.27976725225611,0.383794512684453,0.571987499875704,0.036574448747283,0.0819470239509528,0.159740063023142,0.0378699583804,0.0560384578398546,0.0780472830507101
"21",2018,0.409781043577427,0.488507025655592,0.56278887013458,0.270908556671518,0.43092174254946,0.598599775788334,0.0579216850572435,0.0690380325708234,0.1530039950944,0.0426353758052246,0.0575595908009385,0.0982104543999654
"22",2019,0.394630449032659,0.478607561512295,0.573272254138333,0.274558556955071,0.433620909174988,0.540555188128474,0.0407097781979886,0.0635738235968571,0.141113505142807,0.0397893544669699,0.0529485201264009,0.0953125898139704
