"","year","mlowedu60","mmidedu60","mhighedu60","flowedu60","fmidedu60","fhighedu60","mlowedu65","mmidedu65","mhighedu65","flowedu65","fmidedu65","fhighedu65"
"1",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1999,0.508715209011322,0.521086295283019,0.663562698262523,0.13416669351734,0.245451936505529,0.449303085525481,0.300926886558486,0.30727124411963,0.455488790918562,0.0499878490047361,0.0972862638858288,0.215098141927365
"3",2000,0.494077102832939,0.531172425175253,0.660333748410864,0.140049266807454,0.221093907176511,0.419502002727119,0.222828798627298,0.253073818639364,0.334766052915208,0.0574494718015504,0.0702449950140899,0.176452532811366
"4",2001,0.475115095383206,0.614358274350242,0.739390487389349,0.140784294564629,0.291686838628954,0.39251425056463,0.25634923766303,0.232973068960358,0.458124977900908,0.0877302358963648,0.145612916512403,0.24625877710675
"5",2002,0.509670517887464,0.574547881017797,0.636546017524835,0.159591938294503,0.292481513517037,0.492157996117159,0.221646885913842,0.210754186454065,0.340894805013632,0.0469420125108334,0.107428206180083,0.119441476214088
"6",2003,0.495068697182595,0.613666441310111,0.66288073273502,0.1635098693236,0.314194698533236,0.500916282094,0.209352524448235,0.215721553432823,0.331692928319744,0.0484283373674531,0.0784519315617119,0.17318147043346
"7",2004,0.50555315739808,0.573003794024373,0.625436519293932,0.170811971979232,0.296041802408599,0.467927526649679,0.211535880437327,0.236186027970629,0.26749394758297,0.0504840589908665,0.113774994792601,0.134769290712379
"8",2005,0.568893959315492,0.570599400979775,0.671313451564045,0.201431587471683,0.335219200416641,0.470678209068034,0.23879449249276,0.215343152896449,0.249577921142243,0.0576252352546121,0.0881068883470285,0.102079891034621
"9",2006,0.548514231267729,0.565291566566121,0.673510784906686,0.215557926837505,0.388661523240151,0.504961648788873,0.235502476589826,0.22739316732246,0.343544430983354,0.0661011523796451,0.124652672895833,0.22643332070081
"10",2007,0.576632615664282,0.643645005183763,0.627771840589234,0.236283710778903,0.384009870673869,0.475671387741007,0.258583341497355,0.293516448087882,0.300517444701389,0.0740769887477345,0.128914888022796,0.206093028224641
"11",2008,0.555558672667409,0.633340436372516,0.603924098058485,0.262084746310382,0.394097939967255,0.435085556320208,0.265283078998556,0.274962495060507,0.301138148868416,0.0852970499889805,0.105113282756261,0.19015329664369
"12",2009,0.491185321616873,0.606399010673216,0.572443581751,0.220984389497904,0.406299199162138,0.445920658586279,0.23560640262295,0.262208044035744,0.325109194785319,0.068114318375507,0.115638826973014,0.20145441122706
"13",2010,0.459927128163151,0.527123181075599,0.552848578730975,0.221794571925147,0.36287019733769,0.461819308613168,0.219962145112197,0.247185547820905,0.286123295468302,0.0668505566732113,0.145029762109994,0.168049459493601
"14",2011,0.46448748906806,0.536050560589404,0.565197791729777,0.231243906578068,0.367215854158903,0.430612379640528,0.210651296219126,0.224041516287148,0.243088004260183,0.0820679888819025,0.116255631344422,0.1710950385148
"15",2012,0.434338892239879,0.567127576554064,0.518809532940351,0.232173850365421,0.38586058571607,0.384160842307575,0.207254502810319,0.25436566310374,0.253182902371441,0.0702552044931937,0.137552037232353,0.144059037895104
"16",2013,0.479048588610598,0.54919579392531,0.533610667825668,0.230448673765386,0.36688109202937,0.415941864785271,0.252711774187517,0.256934950276043,0.201072440367272,0.0679761820410536,0.13927553135626,0.149908296993032
"17",2014,0.498482311268038,0.588850065620317,0.567556710917663,0.228161264703071,0.445155176972455,0.484862408744398,0.28928669568972,0.258785159757254,0.280264701128987,0.0822425075544032,0.135768423404571,0.157676233904869
"18",2015,0.563522640546822,0.609630259164092,0.575984809753031,0.247988118142163,0.458719734344943,0.492914581873839,0.292054978010287,0.29352217316356,0.257134866443614,0.0906814979147212,0.14606647874682,0.182359666653308
"19",2016,0.551505954843161,0.588963606776761,0.637829799612432,0.259030433311435,0.450742214370016,0.547329499323362,0.303811074724068,0.308652979165203,0.256472122271621,0.0897793183911877,0.165867160718989,0.174287006645169
"20",2017,0.545066302914736,0.611378970226261,0.658551052314951,0.267471162471877,0.495219338984578,0.54415140367687,0.27537045136078,0.313852643067049,0.268990968111649,0.091088568281021,0.170398208418434,0.150363652365619
"21",2018,0.555739427698493,0.627661066801431,0.624782333814701,0.296028170298736,0.449145557026508,0.513525858679473,0.29924503571309,0.30612330881842,0.298231760685751,0.0917929362443258,0.189105511785169,0.178531283596218
"22",2019,0.596702954136071,0.654401507528348,0.633229040195201,0.303547189784792,0.51525604352916,0.538817328566897,0.298374598257367,0.337509504464487,0.327172919457567,0.0968922625398328,0.182376359636777,0.178839530414521
