"","year","mlowedu60","mmidedu60","mhighedu60","flowedu60","fmidedu60","fhighedu60","mlowedu65","mmidedu65","mhighedu65","flowedu65","fmidedu65","fhighedu65"
"1",1998,0.288905863343815,0.34457602332977,0.501176645253024,0.180197529358468,0.209567410540707,0.311139374421067,0.0653656268669579,0.0948277664895073,0.160173101296095,0.0326869770484743,0.0244928015601974,0.148463117023118
"2",1999,0.228484541351728,0.318760161124957,0.493436058895539,0.198856721990173,0.196580466079629,0.460196563955843,0.319201894501772,0.0751655012346181,0.127760781918855,0.0445623595129988,0.0673744281907679,0.0490707978066164
"3",2000,0.357975301531418,0.279107127151858,0.431235210898743,0.129516876411683,0.227389417146849,0.39339064352497,0.0488659815852882,0.0656398863871498,0.0921609057029927,0.0155900160656448,0.063191177988563,0.123895786306832
"4",2001,0.398759135806388,0.348553793262626,0.415569253508233,0.156479607642574,0.200291208887691,0.339208919115847,0.125130697953216,0.152799213882479,0.109141318729664,0.0927992970615425,0.123802072919108,0.218778156010557
"5",2002,0.176856965804204,0.362537266614656,0.449731745250227,0.149394692682098,0.170533861042805,0.346772219868375,0.119289881936638,0.198572637663213,0.286819348301693,0.0670821219958672,0.0861908886564452,0.147546687370337
"6",2003,0.28547896623652,0.36243705782899,0.464653418945249,0.0991784088967714,0.225985878698325,0.464027024418682,0.127072495735967,0.165738066861793,0.366598522880482,0.0683970193664554,0.0665319837783243,0.378600252456101
"7",2004,0.377867233195554,0.302410104290082,0.336327699527213,0.130035378749596,0.268295349039021,0.465368360942573,0.135941668363457,0.214433350424446,0.171399236594835,0.0332969683375749,0.0511376702433631,0.141740819290178
"8",2005,0.302866205030391,0.365987692244258,0.574598914445841,0.17415136945125,0.249370884619882,0.43614856305579,0.194429456884716,0.220679503232168,0.240323916227275,0.0698657242918592,0.10973843933479,0.16277568014385
"9",2006,0.333866209789722,0.454344653592753,0.583639477712412,0.187329870340646,0.294157263372529,0.453224772078131,0.14530815678041,0.202090234349721,0.213876609748603,0.0707201290757699,0.0848195587115171,0.157134720814216
"10",2007,0.447527004213996,0.478139077302729,0.63035526801507,0.272220248671048,0.369152192077867,0.50533922768998,0.214362767412566,0.23053843502385,0.320321446066087,0.0876391833230062,0.12448731889673,0.161694007751333
"11",2008,0.52748947247255,0.605655211094319,0.739458749667781,0.377551327720116,0.517868838417413,0.634917888890248,0.209733547966022,0.193149087719395,0.319646713822012,0.0922583966561648,0.126662619182928,0.193727482011725
"12",2009,0.535858333858828,0.628483128976003,0.748334626630832,0.373805865933549,0.542645439942308,0.666938263790798,0.212113824606106,0.228449842103144,0.35470381121192,0.0890565542027392,0.156516098037503,0.205432834439312
"13",2010,0.479636389212081,0.563133889112219,0.697979458070099,0.349569664730556,0.516801289867463,0.664191727878603,0.251250996888075,0.263352322592962,0.385363472561659,0.103460209594187,0.161336925731628,0.191107251161996
"14",2011,0.480607201654093,0.633784216779828,0.733284683701704,0.368011235832227,0.528426862959345,0.645403839219914,0.23026206609328,0.243059515755774,0.334827791512224,0.0911769413672173,0.150835007932897,0.206906133687592
"15",2012,0.510872304421629,0.632373857021661,0.765339909288594,0.391895605810764,0.512069668226975,0.658288854306228,0.23559034834652,0.279356443125989,0.36114850051744,0.102527288952437,0.16045909457627,0.261922660349748
"16",2013,0.529146273266978,0.61374398923845,0.781399439048288,0.383251111142542,0.515906918019397,0.684573352807109,0.242143584958999,0.249061284861602,0.355700993649043,0.0784079016668457,0.134600185303591,0.21669838276579
"17",2014,0.644909590421317,0.604769344750706,0.81713247852287,0.390766760923969,0.535251461161142,0.64582050656434,0.259285103976322,0.248242531348325,0.340208726585795,0.102731527799337,0.148297172804376,0.237463447440926
"18",2015,0.63387436733475,0.640282081259656,0.802819824818506,0.422986725596555,0.528740100600185,0.674650892472827,0.284945713929385,0.261809801644407,0.392690099595537,0.0827165274539645,0.121155349269347,0.179271058212397
"19",2016,0.662496704720903,0.681725239262858,0.783147966944661,0.511258760488085,0.599821979407771,0.693184556798344,0.419297068019419,0.397543032422224,0.450699694799093,0.161747751104183,0.172455505020485,0.25424211522073
"20",2017,0.656166895984397,0.665036977902601,0.758447956353989,0.469957286289322,0.599421850443897,0.668253690654199,0.292312579897148,0.341939807628592,0.440716268731466,0.0854346361849135,0.161383310911262,0.203298608474473
"21",2018,0.641223248542659,0.739792276095967,0.799953883675454,0.444943488885073,0.631820577465962,0.682301848962472,0.330785491089091,0.299301090685042,0.411593519965089,0.065639338461997,0.13552079201326,0.183529762369499
"22",2019,0.660328069542866,0.754326901861308,0.799656646453553,0.46887195761331,0.650901145756928,0.700988506534078,0.351220321228524,0.347099552199515,0.423105677844047,0.145322029714124,0.118893012015756,0.187144227095745
